baseline,metric,cluster,n_pairs,n_clusters,pm_mean,baseline_mean,delta_pm_minus_baseline,ci_low,ci_high,reduction_percent
me_r0,generator_first_token_ms,scenario_id,48,34,213.39155925508953,210.7936975290714,2.5978617260180847,-14.15284184780966,19.404759481697713,-1.232419069673485
me_r0,state_hydration_ms,scenario_id,48,34,0.12244191182415105,0.12067488892676516,0.0017670228973858896,-0.0020457087645169196,0.005319896979682167,-1.4642838399115954
me_r0,policy_ms,scenario_id,48,34,6.997831579711703,0.00755936748141216,6.99027221223029,6.733077760670195,7.33897959691715,-92471.65492905027
me_r0,retrieval_ms,scenario_id,48,34,209.69793619588017,2.771342461023272,206.92659373485694,187.95727668481592,224.75525323417662,-7466.655479974593
me_r0,prompt_build_ms,scenario_id,48,34,0.04193506578707861,0.016705348065847326,0.025229717721231282,0.022986911234849663,0.027395984364880454,-151.02778835725857
me_r0,tokenization_ms,scenario_id,48,34,3.3977765997406095,3.0669453667036977,0.33083123303691137,0.12237595677365894,0.544228602600211,-10.78699466343882
me_r0,generation_setup_ms,scenario_id,48,34,0.04830806412630611,0.039661733252513744,0.00864633087379237,0.006903296202330644,0.010352858441006954,-21.800184118893394
me_r0,generation_ms,scenario_id,48,34,2103.1594026652683,2263.299957254074,-160.1405545888055,-279.52374584830886,-45.16606580973473,7.075533849392834
me_r0,final_decode_ms,scenario_id,48,34,0.14087135463746056,0.14377796873708978,-0.0029066140996292233,-0.0097689573724185,0.004555612104013563,2.021599084449588
me_r0,input_tokens,scenario_id,48,34,1277.5208333333333,1267.9375,9.583333333333334,-100.25089285714286,118.56993471953575,-0.755820640475835
me_r0,output_tokens,scenario_id,48,34,69.58333333333333,75.54166666666667,-5.958333333333333,-10.20441437444543,-1.8956597222222247,7.887479316050761
me_r0,source_invocations,scenario_id,48,34,2.75,1.0,1.75,1.6382495164410058,1.8571428571428572,-175.0
