arm,n_states,n_requests,local_first_text_ms,local_complete_ms,local_first_token_ms,generator_first_token_ms,state_hydration_ms,policy_ms,retrieval_ms,prompt_build_ms,tokenization_ms,generation_setup_ms,generation_ms,final_decode_ms,input_tokens,output_tokens,source_invocations,first_text_p95_ms,complete_p95_ms
pm_off,48,144,433.76042382927454,2323.606503436976,433.6977886721595,213.3915592550895,0.12244191182415104,6.997831579711702,209.69793619588017,0.041935065787078604,3.3977765997406095,0.04830806412630611,2103.1594026652683,0.1408713546374606,1277.5208333333333,69.58333333333333,2.75,637.2996783349662,3189.1744476393797
rule_off,48,144,502.1205630295703,2353.745250204358,502.0529738265193,265.18679998439944,0.12468535472483684,199.2742476254029,33.28197942432275,0.04283832903537485,4.094397228780306,0.0480258798537155,2116.739917274875,0.13915908736332008,1609.375,67.66666666666667,3.0,667.8716552676633,3076.901152904611
fixed_off,48,144,491.61198557218694,2319.4819891909397,491.54553109029723,269.79186354664205,0.12067730292781359,0.007762470179133945,217.40942160088,0.05011827872496926,4.117545736436215,0.04814215450702856,2097.5928513653344,0.13547028195009464,1636.8333333333333,66.8125,4.0,593.3473952696659,2958.067030296661
context_only,48,144,81.02338520822943,1842.8056822029046,80.97766063777574,79.4344418358782,0.12323463063997527,0.00743862377324452,0.03367780138634973,0.009967156478928195,1.3290856780561928,0.03981491156284594,1841.1228860899832,0.13957731102386284,375.125,66.125,0.0,89.88216939615086,2435.035713785328
me_r0,48,144,216.88081329597884,2269.4666243882643,216.81658669452494,210.79369752907144,0.12067488892676516,0.007559367481412159,2.7713424610232726,0.016705348065847322,3.066945366703698,0.03966173325251374,2263.299957254074,0.1437779687370898,1267.9375,75.54166666666667,1.0,251.84689215384424,3065.441249439027
