unit_id,arm,user_id,scenario_id,seed,turn_index,local_first_text_ms,local_complete_ms,local_first_token_ms,generator_first_token_ms,state_hydration_ms,policy_ms,retrieval_ms,prompt_build_ms,tokenization_ms,generation_setup_ms,generation_ms,final_decode_ms,input_tokens,output_tokens,source_invocations
state_171ecc90e75224aaa806,me_r0,p4,p4:1,101,3,203.3570713053147,1556.2381563552965,203.28962934824327,197.74342561140656,0.11204509064555168,0.007305915157000224,2.4753666948527098,0.01511800413330396,2.9003959304342666,0.035972101613879204,1550.5544706247747,0.13748199368516603,1268.0,50.0,1.0
state_171ecc90e75224aaa806,pm_off,p4,p4:1,101,3,306.3690230095138,1739.5563086805244,306.31766134562594,120.66064674096803,0.12595260826249918,6.349076672146718,176.9333741006752,0.03799928041795889,2.163289968545238,0.04732197461028894,1553.7814324100812,0.11786166578531265,680.0,54.0,3.0
state_171ecc90e75224aaa806,rule_off,p4,p4:1,101,3,433.78577032126486,1876.7746586818248,433.7277270387858,260.2869290082405,0.10935799218714237,158.36812074606618,11.084171012043953,0.03570465681453546,3.8006912606457868,0.04275236278772354,1703.1958433023344,0.13801734894514084,1593.0,53.0,3.0
state_1a8e1eb1d03cc9252b38,context_only,p2,p2:2,101,8,88.90993598227699,1899.1468780053158,88.86239933781326,87.02562237158418,0.135701692973574,0.007999905695517858,0.04414143040776253,0.011032990490396818,1.5937606027970712,0.04414034386475881,1897.1815146505833,0.12858638850351176,439.0,68.0,0.0
state_1a8e1eb1d03cc9252b38,fixed_off,p2,p2:2,101,8,540.1096900459379,2911.684167648976,540.0426303191731,299.10420230589807,0.11630069154004256,0.006857250506679217,236.33626041313013,0.04799431189894676,4.384424692640702,0.046590653558572136,2670.5906474186727,0.15509221702814102,1790.0,86.0,4.0
state_1a8e1eb1d03cc9252b38,me_r0,p2,p2:2,101,8,252.776536392048,2572.3490541179976,252.71966533424953,245.90477929450572,0.11366039204100768,0.007145262012879054,3.426020344098409,0.01650606282055378,3.214334991450111,0.03721898732086023,2565.375028643757,0.15913943449656168,1430.0,85.0,1.0
state_1a8e1eb1d03cc9252b38,pm_off,p2,p2:2,101,8,588.6820533778518,2958.862033051749,588.6228523838023,297.5433449416111,0.11281816599269708,7.223856247340639,279.5068646470706,0.04234840162098408,4.148818630104263,0.04480135006209215,2667.6004802963384,0.18204531321922937,1757.0,86.0,3.0
state_1a8e1eb1d03cc9252b38,rule_off,p2,p2:2,101,8,639.0091249874482,2996.8168773533157,638.9476463664323,297.7695293569316,0.12563828689356646,232.4607230257243,104.36915629543364,0.0439290888607502,4.135581276689966,0.04308903589844704,2655.499521565313,0.13923877850174904,1757.0,86.0,3.0
state_1bb2fbdd19dca1a22bdc,context_only,p10,p10:1,202,8,88.70096535732348,1385.0128343328834,88.66114937700331,86.92035040197273,0.13097670550147691,0.00783032737672329,0.037830633421738945,0.010785336295763651,1.5119609888643026,0.041414983570575714,1383.1378670098882,0.13416834796468416,436.0,49.0,0.0
state_1bb2fbdd19dca1a22bdc,fixed_off,p10,p10:1,202,8,573.7876781107237,2518.2839200521507,573.7214830393592,305.0871156156063,0.11248638232549031,0.006895978003740311,264.14385709601146,0.04879028225938479,4.27909226467212,0.043245420480767884,2249.5223452957966,0.1272073326011499,1846.0,71.0,4.0
state_1bb2fbdd19dca1a22bdc,me_r0,p10,p10:1,202,8,247.3820139809201,2037.172806294014,247.33130657114089,241.61074900378784,0.11724070645868778,0.0071588438004255295,2.353898404786984,0.015319713080922762,3.190957630674044,0.03598226855198542,2031.3309227737288,0.12132595293223858,1483.0,66.0,1.0
state_1bb2fbdd19dca1a22bdc,pm_off,p10,p10:1,202,8,536.3124793705841,2756.619888047377,536.2500360546013,305.5521650239825,0.11916474128762881,7.135660930847128,219.12635668801764,0.04076204883555571,4.230157394583027,0.045769227047761284,2525.7921420658627,0.1298749508957068,1818.0,81.0,3.0
state_1bb2fbdd19dca1a22bdc,rule_off,p10,p10:1,202,8,545.7641256507486,2769.3474263263247,545.688638308396,304.8636349849403,0.13112400968869528,223.31087904361388,12.656284573798379,0.044643646106123924,4.630880740781625,0.051191309466958046,2528.3933540340513,0.12906896881759167,1818.0,81.0,3.0
state_1de690d6e150d375223f,context_only,p13,p13:1,202,8,87.76004464986424,1758.16492526792,87.71588498105605,86.18417793574433,0.11128365683058898,0.006309710443019867,0.03475494061907133,0.00909692607820034,1.3337219910075266,0.03653982033332189,1756.4980478491634,0.13517037344475588,420.0,63.0,0.0
state_1de690d6e150d375223f,fixed_off,p13,p13:1,202,8,512.5981263505915,1814.5566733243566,512.5429020263255,261.87216863036156,0.13203934455911318,0.008374685421586037,246.46143902403614,0.049111355716983475,3.973232659821709,0.04653632640838623,1563.7508073511224,0.1351325772702694,1604.0,48.0,4.0
state_1de690d6e150d375223f,me_r0,p13,p13:1,202,8,205.92136541381478,3475.119591302549,205.83682204596698,198.49828095175326,0.14312371301154295,0.009059673175215721,3.486459298680226,0.020701360578338306,3.629848671456178,0.049348377312223114,3467.6126079478613,0.1684422604739666,1280.0,119.0,1.0
state_1de690d6e150d375223f,pm_off,p13,p13:1,202,8,248.73939567866424,3818.950752650077,248.67032996068397,232.5840612562994,0.1315167173743248,7.494391951089104,5.037875923638542,0.020183390006422997,3.360569089030226,0.04173163324594498,3802.6732640185705,0.19121992712219557,1365.0,130.0,2.0
state_1de690d6e150d375223f,rule_off,p13,p13:1,202,8,532.4919840010504,1844.1932497080415,532.4206463992596,260.77647708977264,0.13588167106111845,251.9643090199679,14.923700985188285,0.05268002860248089,4.510027356445789,0.057570248221357666,1572.4180253067364,0.13105509181817374,1579.0,48.0,3.0
state_1ff7c99c51a76f3b833b,context_only,p8,p8:2,303,8,89.2384396865964,1575.1575934700668,89.19035472596686,87.44276237363617,0.12487638741731644,0.007648409033815066,0.037946272641420364,0.010728292788068453,1.5218376647680998,0.044555325681964554,1573.292758082971,0.11724303476512432,441.0,56.0,0.0
state_1ff7c99c51a76f3b833b,fixed_off,p8,p8:2,303,8,528.589693053315,1693.0807286407799,528.5292530121902,280.91545635834336,0.11284556239843369,0.007205409929156303,243.40137327089906,0.046940442795554795,4.001549289872249,0.043882677952448525,1445.3568775982906,0.1100543886423111,1684.0,43.0,4.0
state_1ff7c99c51a76f3b833b,me_r0,p8,p8:2,303,8,240.6139310915023,2011.1540794217337,240.5380621397247,232.40937230487665,0.1296273743112882,0.008290711169441542,4.624697690208753,0.01864399140079816,3.3066826096425452,0.04074745811522007,2002.8818096034229,0.14357998346289,1333.0,65.0,1.0
state_1ff7c99c51a76f3b833b,pm_off,p8,p8:2,303,8,554.0030410823723,1807.51472672758,553.9242383092642,264.94570130792755,0.13150631760557493,7.983449691285689,275.98659438081086,0.06021489389240742,4.758162734409173,0.058608983332912125,1518.4240120773513,0.11217764889200528,1660.0,46.0,3.0
state_1ff7c99c51a76f3b833b,rule_off,p8,p8:2,303,8,510.9229466567437,1762.2646109666675,510.8697956893593,264.5646710880101,0.10988201635579269,227.83469393228492,14.389334712177515,0.03686298926671346,3.8916763539115586,0.04267459735274315,1515.8110707222174,0.14841564310093722,1660.0,46.0,3.0
state_21bae6b972f2df1611a6,context_only,p16,p16:2,101,3,73.60417931340635,1936.230965346719,73.55734837862353,72.13083902994792,0.1312623887012402,0.007848876218001047,0.02873906244834264,0.00958664653201898,1.2079816466818254,0.04109072809418043,1934.6472372611363,0.15721873690684637,314.0,70.0,0.0
state_21bae6b972f2df1611a6,fixed_off,p16,p16:2,101,3,466.98605672766763,2522.411246706421,466.928533045575,297.3682083344708,0.10839073608318965,0.007426987091700236,165.2262763430675,0.047375292827685676,4.12433804012835,0.04651731190582117,2352.721308978895,0.1296130164215962,1760.0,75.0,4.0
